open_time,Readble_Date,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,
1.55E+12,09/02/2019,3660.27,3680.02,3625.13,3665.18,24759.83372,1.55E+12,90488500.07,192209,13208.14275,48274378.26,0
1.55E+12,10/02/2019,3665.18,3684.99,3609.76,3680.06,23250.60263,1.55E+12,84696423.96,171099,12445.22055,45337811.06,0
1.55E+12,11/02/2019,3679.75,3684.9,3615.53,3631.05,24954.61457,1.55E+12,90731831.9,172626,12713.19167,46221559.64,0
1.55E+12,12/02/2019,3631.05,3667.6,3582.34,3631.46,29479.59823,1.55E+12,106766440,198996,14986.11963,54283275.97,0
1.55E+12,13/02/2019,3631.51,3670,3591.75,3609.4,25773.99765,1.55E+12,93350740.95,167690,13552.84642,49100779.83,0
1.55E+12,14/02/2019,3608.34,3626.4,3568.11,3590.56,21753.50126,1.55E+12,78367545.58,155215,11271.17502,40602592.46,0
1.55E+12,15/02/2019,3590.57,3653.23,3573.45,3602.47,20777.8729,1.55E+12,74938358.18,151256,10840.3969,39106496.5,0
1.55E+12,16/02/2019,3602.49,3648.2,3597.91,3618.41,19565.99275,1.55E+12,70894921.81,149393,10452.11973,37873280.57,0
1.55E+12,17/02/2019,3617.22,3700.11,3604.4,3667.58,25690.22778,1.55E+12,93426433.13,179511,13004.16468,47317986.79,0
1.55E+12,18/02/2019,3667.62,3925,3655,3898.6,64042.73049,1.55E+12,242898012.8,393515,33934.97317,128779026.7,0
1.55E+12,19/02/2019,3897.35,3994.52,3856,3907.79,50207.17267,1.55E+12,197091641,332281,27008.59757,106038298.8,0
1.55E+12,20/02/2019,3907.35,3986.98,3870.66,3969.74,36205.14085,1.55E+12,142571564.6,250176,19952.70098,78593009.22,0
1.55E+12,21/02/2019,3969.74,4016.48,3901.03,3937.31,31103.88473,1.55E+12,122714273.9,209571,16678.73095,65816472.09,0
1.55E+12,22/02/2019,3937.31,3988,3926.65,3962,23943.16375,1.55E+12,94739322.75,179588,12932.07849,51172984.85,0
1.55E+12,23/02/2019,3962,4162.02,3933.15,4117.76,33657.94288,1.55E+12,135782959.4,231563,17790.39682,71727695.5,0
1.55E+12,24/02/2019,4118,4198,3712.66,3743.56,62224.18689,1.55E+12,244146803.5,410578,30284.98096,118938981.4,0
1.55E+12,25/02/2019,3743.56,3872.66,3740,3827.92,38102.96625,1.55E+12,145285565.2,262716,20414.12532,77851143.97,0
1.55E+12,26/02/2019,3828.44,3841.51,3777,3809.23,28838.74804,1.55E+12,109932596.1,213897,14790.21331,56376982.48,0
1.55E+12,27/02/2019,3809.31,3838.85,3677.17,3818.07,31500.99547,1.55E+12,119564023.1,201626,16214.23585,61560455.28,0
1.55E+12,28/02/2019,3818.04,3888,3763.87,3813.69,32561.96104,1.55E+12,124703738.4,233849,16907.0923,64761233.25,0
1.55E+12,01/03/2019,3814.26,3857,3813.01,3823,23174.57217,1.55E+12,88851336.52,179860,12773.9526,48982541.74,0
1.55E+12,02/03/2019,3822.17,3841.31,3772.25,3819.93,19445.83836,1.55E+12,74175357.78,149854,10248.94566,39098061.95,0
1.55E+12,03/03/2019,3819.97,3835,3781.32,3807.75,16718.16541,1.55E+12,63791898.99,127681,8854.218878,33793163.49,0
1.55E+12,04/03/2019,3807.32,3830,3670.69,3715.3,34742.84166,1.55E+12,129739738.2,218615,18023.02241,67312533.26,0
1.55E+12,05/03/2019,3716.1,3877.1,3703.55,3857.73,32962.53616,1.55E+12,124945530.8,202444,17980.12771,68134618.18,0
1.55E+12,06/03/2019,3857.58,3907,3813.09,3861.84,24775.11883,1.55E+12,95417637.59,165101,13139.77457,50622286.06,0
1.55E+12,07/03/2019,3861.84,3905.4,3840.4,3873.64,26455.25766,1.55E+12,102585458.4,180520,13365.94621,51827450.49,0
1.55E+12,08/03/2019,3873.63,3932,3800,3864.89,34730.36659,1.55E+12,135000852,211534,17947.93423,69791058.75,0
1.55E+12,09/03/2019,3864.88,3971.75,3854.75,3943.04,30979.74765,1.55E+12,121353607,206869,16447.34656,64429543,0
1.55E+12,10/03/2019,3943.43,3943.43,3881.69,3916.82,23187.56141,1.55E+12,90693949.72,167920,12518.49639,48968093.09,0
1.55E+12,11/03/2019,3915.99,3936.98,3830,3871.61,38066.88571,1.55E+12,147721971.1,209916,19416.22101,75329574.18,0
1.55E+12,12/03/2019,3871.61,3905.2,3826.06,3882.73,26921.00862,1.55E+12,104393849.4,182885,13827.42107,53624520.45,0
1.55E+12,13/03/2019,3882.69,3893.56,3840,3866,24461.00876,1.55E+12,94680049.46,186572,12839.14651,49699859.83,0
1.55E+12,14/03/2019,3866,3920,3810.43,3877.12,27048.74853,1.55E+12,104673038.8,196651,14244.45532,55141147.28,0
1.55E+12,15/03/2019,3877.12,3939.22,3872.2,3923.76,21740.0615,1.55E+12,84919900.72,163866,12025.70553,46979306.9,0
1.55E+12,16/03/2019,3924.46,4056.98,3921.98,4005.98,28568.37612,1.55E+12,114227606.4,216198,15580.63108,62301622.91,0
1.55E+12,17/03/2019,4005.98,4012,3950.01,3981.14,18814.25558,1.55E+12,74893913.06,146953,9927.116559,39524144.17,0
1.55E+12,18/03/2019,3981.85,4037,3953.33,3987.81,22454.47801,1.55E+12,89526258.39,157876,11964.18977,47710908.06,0
1.55E+12,19/03/2019,3987.83,4031,3970,4015.53,19893.74182,1.55E+12,79503748.36,147394,10745.63056,42949860.71,0
1.55E+12,20/03/2019,4017.48,4050,3980.5,4043.04,23432.30026,1.55E+12,94019734.23,175036,12201.21428,48961351.12,0
1.55E+12,21/03/2019,4043.04,4069.32,3880.01,3980.64,35997.68212,1.55E+12,144010401.5,236100,18704.22184,74835394.39,0
1.55E+12,22/03/2019,3980.85,4008,3968.25,3986.93,20022.60632,1.55E+12,79861943.81,153703,10561.69458,42127893.35,0
1.55E+12,23/03/2019,3987.89,4018.83,3978.01,4006.01,17302.60432,1.55E+12,69169819.86,143155,9491.144728,37945846.04,0
1.55E+12,24/03/2019,4006.01,4006.02,3950,3992.18,17179.85065,1.55E+12,68524082.75,131087,8617.365925,34375232.37,0
1.55E+12,25/03/2019,3991.35,3999.3,3888.71,3936.12,33192.89022,1.55E+12,131507366.4,227739,17050.63483,67573128.17,0
1.55E+12,26/03/2019,3935.47,3958.98,3894,3948.55,29349.53763,1.55E+12,115330071,192418,15963.90521,62738463.89,0
1.55E+12,27/03/2019,3948.77,4048,3936.15,4038.05,32364.55585,1.55E+12,129681258,224309,17964.5506,71983196.76,0
1.55E+12,28/03/2019,4039.58,4039.7,4002,4027.81,20089.29388,1.55E+12,80822230.58,157060,10111.82628,40683986.77,0
1.55E+12,29/03/2019,4028.22,4123.71,4024.03,4103.25,30084.21744,1.55E+12,122585822.6,203826,16800.50957,68459620.27,0
1.55E+12,30/03/2019,4104.24,4140,4052,4106.97,19509.2926,1.55E+12,79853835.58,162463,10322.14878,42255037,0
1.55E+12,31/03/2019,4106.99,4116.12,4082.57,4103.95,13525.08743,1.55E+12,55472147.13,124046,6824.657378,27993469.17,0
1.55E+12,01/04/2019,4102.44,4158.7,4067,4144.56,25507.06764,1.55E+12,105388238.1,184268,12915.28932,53371959.95,0
1.55E+12,02/04/2019,4144.54,4897.99,4140.54,4857.29,105383.6393,1.55E+12,489018726.8,609133,55726.14168,258300768.8,0
1.55E+12,03/04/2019,4857.19,5275.01,4753.5,4932.6,109890.1257,1.55E+12,548900970.9,692019,55975.58476,279654422.1,0
1.55E+12,04/04/2019,4932.59,5039.08,4777,4898.66,61054.25417,1.55E+12,301411332,419141,31203.30835,154090564.8,0
1.55E+12,05/04/2019,4898.64,5028.22,4880.62,5004.95,39768.55281,1.55E+12,197660830.7,292375,21235.63624,105586318.2,0
1.55E+12,06/04/2019,5004.96,5205,4928.59,5043.89,41770.84231,1.55E+12,210963411.6,281237,21796.02187,110119190.9,0
1.55E+12,07/04/2019,5042.07,5234,5026,5170.27,37615.4868,1.55E+12,192916750.6,274084,19504.61283,100069310.6,0
1.55E+12,08/04/2019,5170.27,5305,5039,5236.9,50178.43078,1.55E+12,260487077.8,350828,25302.1654,131396468.3,0
1.55E+12,09/04/2019,5238.38,5238.4,5076.68,5150,34067.01231,1.55E+12,175633627.3,253381,16967.00612,87496291.76,0
1.55E+12,10/04/2019,5150,5422,5135,5308.25,40073.62047,1.55E+12,210870034.5,260967,21269.62095,111952601.7,0
1.55E+12,11/04/2019,5307.86,5332.67,4927,5017.37,54696.60069,1.56E+12,277736905.9,369304,26631.11241,135174561.7,0
1.56E+12,12/04/2019,5017.37,5080.58,4861.22,5048.01,33276.67861,1.56E+12,166485761.1,226036,16899.59053,84561818.28,0
1.56E+12,13/04/2019,5047,5099,5004,5045.22,17292.4568,1.56E+12,87375984.44,138674,8692.053259,43925293.92,0
1.56E+12,14/04/2019,5047.45,5152.99,5000,5131.3,18281.60774,1.56E+12,92594930.43,131700,10043.91167,50893945.03,0
1.56E+12,15/04/2019,5131.28,5167.38,4950,5024.95,29057.19158,1.56E+12,147687551.9,204944,14170.2524,72070166,0
1.56E+12,16/04/2019,5024.95,5197.72,5003.94,5173.72,24242.22949,1.56E+12,123581651.7,168550,12804.63377,65290617.52,0
1.56E+12,17/04/2019,5173.72,5230.4,5146.8,5202.82,23307.53613,1.56E+12,120972345.5,179490,12172.53172,63190167.9,0
1.56E+12,18/04/2019,5202.41,5287,5198.8,5258.44,22619.239,1.56E+12,118573129.9,167110,12104.85293,63464128.54,0
1.56E+12,19/04/2019,5258.44,5320,5175,5258.68,24611.23632,1.56E+12,128937309.6,178148,12889.68334,67549701.13,0
1.56E+12,20/04/2019,5258.68,5333.42,5230.1,5291.73,19168.90827,1.56E+12,101343660.2,157080,10029.27226,53029542.91,0
1.56E+12,21/04/2019,5292.91,5314.35,5165,5256.14,25549.57094,1.56E+12,133929931.2,210494,13147.77102,68909870.81,0
1.56E+12,22/04/2019,5257.41,5400,5208.35,5357.14,29563.85231,1.56E+12,156632203,210361,15828.00485,83879362.28,0
1.56E+12,23/04/2019,5357.14,5600,5332.41,5493.31,41262.10392,1.56E+12,227154061.9,282563,21260.01447,117054771.4,0
1.56E+12,24/04/2019,5490.91,5582.2,5333.35,5415,48224.15241,1.56E+12,262493252.9,339599,23401.18852,127419838.5,0
1.56E+12,25/04/2019,5415,5491.84,5102,5219.9,49636.08995,1.56E+12,265091565.6,331089,21401.17197,114223925.4,0
1.56E+12,26/04/2019,5220.47,5510,5161.62,5314.1,48912.29451,1.56E+12,259659705.7,333183,25076.7183,133163032.5,0
1.56E+12,27/04/2019,5315,5342.5,5257.67,5295.69,15422.89694,1.56E+12,81749716.42,145733,7918.227056,41978251.9,0
1.56E+12,28/04/2019,5295.69,5340,5259.48,5307.52,14371.43387,1.56E+12,76277087.37,127730,7160.773725,38011547.94,0
1.56E+12,29/04/2019,5309.81,5332,5178.8,5238.14,19918.13508,1.56E+12,104822151.5,178472,9983.622137,52529726.63,0
1.56E+12,30/04/2019,5238.14,5339.98,5192.15,5320.81,22238.06823,1.56E+12,117309839.2,180989,12264.55294,64721155.05,0
1.56E+12,01/05/2019,5321.94,5402,5316.2,5383.2,17217.47322,1.56E+12,92194935.6,161488,9636.265899,51604847.89,0
1.56E+12,02/05/2019,5383.2,5538,5370,5492.87,22795.78784,1.56E+12,124498567.2,181896,11908.89589,65029410.5,0
1.56E+12,03/05/2019,5494.81,5844,5477.57,5772.69,46297.17285,1.56E+12,264435878.9,338298,24992.74319,142732584.1,0
1.56E+12,04/05/2019,5770.62,5900,5587.45,5829.45,39682.40899,1.56E+12,228942582.5,283145,21037.29948,121524183.9,0
1.56E+12,05/05/2019,5829.83,5839.9,5696,5775.62,23822.54378,1.56E+12,137653160.8,185365,11824.08792,68357177.93,0
1.56E+12,06/05/2019,5773.18,5805,5619.14,5747.79,25256.59633,1.56E+12,144358553.9,230431,12922.62549,73880906.5,0
1.56E+12,07/05/2019,5749.92,6028.41,5747.74,5846.34,39905.06442,1.56E+12,236176663.8,301388,21302.98122,126064101.9,0
1.56E+12,08/05/2019,5846.34,6014.72,5772.2,5987.29,23074.18691,1.56E+12,136246055.6,190969,11961.03636,70660061.87,0
1.56E+12,09/05/2019,5986.66,6224.55,5983.71,6209.18,27453.01144,1.56E+12,167489934.3,227841,13875.18236,84696142.55,0
1.56E+12,10/05/2019,6209.95,6468.92,6172,6373.33,36623.61079,1.56E+12,231801342.4,283074,18548.928,117379030.4,0
1.56E+12,11/05/2019,6375.16,7343.99,6372.85,7076.22,74022.42439,1.56E+12,507216001.3,562540,40091.99722,274656200.8,0
1.56E+12,12/05/2019,7076.24,7521.78,6750,6967.31,86948.97534,1.56E+12,619939454.5,647345,42689.58968,304720922.9,0
1.56E+12,13/05/2019,6968.24,8100,6870,7790.71,85804.73533,1.56E+12,648012612.3,588497,45381.26226,342327287,0
1.56E+12,14/05/2019,7795.62,8366,7599.56,7947.56,76583.7226,1.56E+12,611103206,655426,38953.03234,310810946.9,0
1.56E+12,15/05/2019,7945.26,8249,7850,8169.87,37884.32721,1.56E+12,305196285.3,347533,19660.57619,158426245.7,0
1.56E+12,16/05/2019,8169.08,8320,7705,7866.59,69630.514,1.56E+12,557126171.3,666538,35097.40416,280897013.1,0
1.56E+12,17/05/2019,7868.67,7925,6913,7355.26,88752.00816,1.56E+12,645676487.4,803893,45121.47498,328348049.2,0
1.56E+12,18/05/2019,7355.28,7458,7156.61,7257.45,37054.94478,1.56E+12,271170511.1,379504,19375.84836,141830045.2,0
1.56E+12,19/05/2019,7257.32,8275.09,7243.08,8148.48,65577.44206,1.56E+12,517729474.4,583432,35593.49002,281177713.2,0
1.56E+12,20/05/2019,8147.94,8156.03,7553,7938.15,65859.20856,1.56E+12,517939277.9,610360,34629.64565,272371020.3,0
1.56E+12,21/05/2019,7937.16,8042.32,7771,7904.87,52301.75225,1.56E+12,413637782.4,554038,27272.36045,215730616.6,0
1.56E+12,22/05/2019,7904.48,8016,7465,7628.43,49136.99459,1.56E+12,384730220.7,461337,24410.96266,191296198.6,0
1.56E+12,23/05/2019,7627.8,7940.98,7461,7851.51,49648.1847,1.56E+12,381536239.5,449220,25959.85984,199607981,0
1.56E+12,24/05/2019,7849.95,8130,7766,7964.87,46664.78533,1.56E+12,371381043.7,428676,25045.73343,199347829,0
1.56E+12,25/05/2019,7964.52,8091.8,7908.34,8025.41,28414.32882,1.56E+12,227376280.6,264448,15037.165,120334124.3,0
1.56E+12,26/05/2019,8023,8740,7833.42,8614.43,49652.14457,1.56E+12,409616322.4,377306,26438.9468,217911336.3,0
1.56E+12,27/05/2019,8612.54,8908.32,8589,8756.32,51886.76879,1.56E+12,452651204.9,478773,27722.36964,241864670.7,0
1.56E+12,28/05/2019,8752.52,8798.49,8510.63,8715.64,31470.55153,1.56E+12,273791910.6,349123,16561.87681,144108437.1,0
1.56E+12,29/05/2019,8716.87,8750,8406.6,8645.68,33880.86592,1.56E+12,292094591,352317,17575.58032,151595491.2,0
1.56E+12,30/05/2019,8646.5,9074.26,8005,8269.54,70379.99852,1.56E+12,603312537.4,617341,34577.3106,296613619.2,0
1.56E+12,31/05/2019,8267.1,8594,8108.5,8555,44727.49162,1.56E+12,373629673.9,416525,23391.68846,195418655.1,0
1.56E+12,01/06/2019,8555,8626,8442.36,8544.07,31868.23416,1.56E+12,272098436.3,348375,16922.66243,144486129.1,0
1.56E+12,02/06/2019,8545.1,8814.78,8524,8725.98,27835.13327,1.56E+12,241414596.7,299353,14585.887,126530020.4,0
1.56E+12,03/06/2019,8726,8800.95,8080.8,8115.82,45692.9651,1.56E+12,387155495,431252,22514.31686,190882595.7,0
1.56E+12,04/06/2019,8115.66,8115.66,7481.02,7687.03,74143.94894,1.56E+12,582173398.3,645913,36776.59713,288822568,0
1.56E+12,05/06/2019,7687.04,7896.7,7572.78,7776.5,48679.65646,1.56E+12,377635818,426120,26296.53396,204082647.9,0
1.56E+12,06/06/2019,7778.08,7868.13,7444.58,7786.7,36624.11875,1.56E+12,282156410.5,371485,18877.98638,145537581.8,0
1.56E+12,07/06/2019,7787.57,8100,7737.49,7980.53,33942.22566,1.56E+12,269125728.1,323096,17193.5756,136343077.4,0
1.56E+12,08/06/2019,7978.94,8044.65,7751,7893.62,22657.32963,1.56E+12,179047320,250864,11795.09729,93237148.47,0
1.56E+12,09/06/2019,7895.28,7935,7506.66,7628.13,31568.46516,1.56E+12,243970971,322175,16234.63128,125591062,0
1.56E+12,10/06/2019,7627.57,8020,7511,7982.75,36756.07847,1.56E+12,287125340,387179,19890.86856,155461282.8,0
